Gene.Symbol	Total.CN.Gain	Total.CN.Loss	Total.CN	Rank.CN
RPS9	2037	105	2142	18513.5
KIF26B	2124	16	2140	18511.5
KLHL38	2127	13	2140	18511.5
ARPC5	2130	9	2139	18509.5
ZHX2	2126	13	2139	18509.5
IQANK1	2108	28	2136	18508
COLGALT2	2126	9	2135	18507
SALL4	2109	24	2133	18506
ZHX1-C8orf76	2119	13	2132	18505
CDH26	2106	24	2130	18501.5
H3F3B	1998	132	2130	18501.5
ARNTL2	2121	7	2128	18498
NKX6-3	2090	36	2126	18497
ABI3	2098	26	2124	18496
UQCC1	2088	35	2123	18495
RGMA	2052	70	2122	18494
SAMD14	2089	30	2119	18493
FTO	1927	188	2115	18491
CPM	2065	48	2113	18490
ARL16	1944	168	2112	18488.5
OPTN	2100	12	2112	18488.5
MIPOL1	2028	78	2106	18485
XKR4	2084	20	2104	18484
C8orf76	2089	13	2102	18483
AFMID	1968	132	2100	18482
PFKFB3	2072	27	2099	18480.5
PKHD1L1	2097	2	2099	18480.5
METTL2A	2060	38	2098	18479
CNKSR2	1758	336	2094	18478
HTRA4	2072	20	2092	18476
RPS24	2032	56	2088	18472.5
ANKFN1	2045	42	2087	18471
DESI2	2072	14	2086	18470
AHI1	1903	182	2085	18469
LYRM1	2040	40	2080	18468
CDH4	2054	24	2078	18467
NOX4	1776	300	2076	18465
NUMA1	2016	60	2076	18465
CD300A	1965	110	2075	18463
SGCE	1836	238	2074	18462
C1orf100	2058	14	2072	18461
OPRM1	1605	466	2071	18460
EPPK1	2044	26	2070	18456
EXOSC4	2044	26	2070	18456
GPAA1	2044	26	2070	18456
GRINA	2044	26	2070	18456
PPFIBP1	2058	12	2070	18456
SPATC1	2044	26	2070	18456
TDRD5	2061	9	2070	18456
ZNF250	2040	28	2068	18452
CCT2	2028	36	2064	18448.5
TMEM14B	1992	72	2064	18448.5
SGCA	2032	30	2062	18446.5
CAMK2B	2030	30	2060	18444.5
EFCAB3	2022	38	2060	18444.5
BBS1	2028	28	2056	18443
MLLT6	2043	10	2053	18441
ARHGAP5	1962	90	2052	18439.5
ZNF34	2026	26	2052	18439.5
NLRP2	1946	105	2051	18437.5
TMEM74	2049	2	2051	18437.5
COX20	2034	14	2048	18435
NGFR	2019	26	2045	18434
MAGI2	1941	102	2043	18431.5
OS9	1926	117	2043	18431.5
DPP3	2012	28	2040	18426.5
GABARAPL1	1970	70	2040	18426.5
SLC5A11	1992	48	2040	18426.5
YIF1B	1992	48	2040	18426.5
ZBTB18	2026	14	2040	18426.5
LYN	2016	20	2036	18422
VNN3	1793	242	2035	18421
ITGA3	2000	34	2034	18420
LAT	1960	72	2032	18418.5
NDRG2	1840	192	2032	18418.5
ARHGAP39	2004	26	2030	18414
C8orf82	2004	26	2030	18414
GPT	2004	26	2030	18414
LRRC14	2004	26	2030	18414
LRRC24	2004	26	2030	18414
PPP1R16A	2004	26	2030	18414
RECQL4	2004	26	2030	18414
BAIAP2	1887	140	2027	18410
PELI3	1996	28	2024	18409
C6orf203	1950	72	2022	18405
FBXL6	1996	26	2022	18405
HGH1	1996	26	2022	18405
KIFC2	1996	26	2022	18405
SLC39A4	1996	26	2022	18405
TMC6	1890	132	2022	18405
TONSL	1996	26	2022	18405
ELP4	1942	78	2020	18401
STAC2	2009	10	2019	18400
TOR1AIP2	2007	9	2016	18399
GRIK2	1833	180	2013	18398
DGAT1	1986	26	2012	18396.5
HSF1	1986	26	2012	18396.5
HELZ	1970	40	2010	18395
KLC2	1960	49	2009	18393.5
NXPH3	1982	26	2008	18392
RTF2	1980	27	2007	18391
ANKS3	1950	54	2004	18389.5
COA4	1964	40	2004	18389.5
MRC2	1960	42	2002	18388
DLG1	1880	117	1997	18385
AHCTF1	1984	12	1996	18383.5
ZNF695	1984	12	1996	18383.5
SLC25A32	1989	6	1995	18382
SCML4	1876	116	1992	18380
TMEM92	1962	30	1992	18380
NID1	1988	0	1988	18376
PSMD12	1948	40	1988	18376
ARHGEF7	1813	171	1984	18374
ARHGAP23	1962	20	1982	18373
DCN	1728	252	1980	18371.5
GMFG	1928	48	1976	18368.5
ALB	1918	56	1974	18366
C1orf105	1965	9	1974	18366
MTUS1	1429	540	1969	18363
DLX3	1934	34	1968	18361
PABPC1L	1914	49	1963	18357
CACNG5	1922	40	1962	18356
OR2T8	1948	12	1960	18355
MBP	1639	320	1959	18352.5
NADSYN1	1945	14	1959	18352.5
OR13G1	1946	12	1958	18350
MIA2	1836	120	1956	18349
DPF1	1911	42	1953	18347
ST7	1754	198	1952	18345
TAF8	1888	64	1952	18345
LLGL2	1840	110	1950	18342.5
NUP107	1900	48	1948	18339.5
RTEL1	1884	64	1948	18339.5
TSPOAP1	1912	36	1948	18339.5
ALDH3A2	1677	270	1947	18337
DHCR7	1932	14	1946	18335.5
TSPAN14	1869	77	1946	18335.5
FBXO43	1938	7	1945	18333.5
TESMIN	1921	24	1945	18333.5
CDIP1	1890	54	1944	18331.5
PAM16	1890	54	1944	18331.5
CNOT2	1906	36	1942	18330
OR14A16	1928	12	1940	18328
OR1C1	1928	12	1940	18328
OR2AK2	1928	12	1940	18328
SLC39A11	1873	66	1939	18325.5
UBE2C	1904	35	1939	18325.5
EYA2	1891	45	1936	18322.5
IGF2BP1	1910	26	1936	18322.5
RCE1	1914	21	1935	18320
LILRB1	1827	105	1932	18319
SOAT1	1920	9	1929	18318
MYT1	1900	28	1928	18316.5
NFIA	1857	71	1928	18316.5
FXR1	1820	105	1925	18315
XYLT2	1892	30	1922	18313
GGA3	1810	110	1920	18311.5
LYSMD4	1870	50	1920	18311.5
GPS1	1771	147	1918	18309.5
TOB1	1888	30	1918	18309.5
SPECC1	1748	167	1915	18308
CD164	1752	162	1914	18307
SSH3	1893	18	1911	18305
BCL2L12	1830	80	1910	18302.5
OR2C3	1898	12	1910	18302.5
NR1D1	1897	4	1901	18298
CHAD	1864	30	1894	18291
MYEOV	1875	18	1893	18290
IL1RAP	1800	90	1890	18289
RC3H1	1878	9	1887	18286
OR2M3	1874	12	1886	18284.5
EEF1AKNMT	1875	9	1884	18281.5
TMEM189	1860	24	1884	18281.5
TNN	1875	9	1884	18281.5
AC093512.2	1862	21	1883	18279
FLOT2	1869	12	1881	18277
OR2M4	1869	12	1881	18277
POLR1C	1809	72	1881	18277
RECQL5	1770	110	1880	18275
PCMTD2	1852	24	1876	18270.5
KPNA2	1832	40	1872	18265.5
LRRC59	1842	30	1872	18265.5
PKIG	1823	49	1872	18265.5
AC100868.1	1853	17	1870	18262.5
OC90	1853	17	1870	18262.5
MAP2K6	1796	70	1866	18259.5
SOCS7	1845	20	1865	18258
OR2T12	1852	12	1864	18256
OR2T33	1852	12	1864	18256
PYCR1	1715	147	1862	18254
POLB	1833	28	1861	18253
DCAF7	1822	38	1860	18252
CDH18	1805	54	1859	18250.5
SYTL2	1639	220	1859	18250.5
LSR	1816	40	1856	18245.5
STARD10	1811	40	1851	18242
TNRC6C	1740	110	1850	18241
PLCB1	1840	8	1848	18240
INTS8	1837	9	1846	18238
OR2T4	1834	12	1846	18238
OR2T6	1834	12	1846	18238
DPY19L4	1830	12	1842	18235.5
SCARB2	1752	88	1840	18233.5
CARNS1	1821	18	1839	18232
JPT2	1794	42	1836	18231
CPQ	1834	1	1835	18230
LAMA4	1647	187	1834	18228.5
OR2T1	1822	12	1834	18228.5
TNIK	1688	144	1832	18227
RPL38	1720	110	1830	18226
BCL2L14	1798	30	1828	18225
ZNF586	1695	132	1827	18224
C2CD3	1712	114	1826	18222
C8orf37	1825	1	1826	18222
RIDA	1822	1	1823	18220
CORO1B	1803	18	1821	18219
ANKRD36	1775	45	1820	18217.5
KCNC2	1687	133	1820	18217.5
RBPMS	1339	480	1819	18216
ARL17A	1680	138	1818	18213
KIAA0391	1728	90	1818	18213
MTMR4	1782	36	1818	18213
PHF12	1806	12	1818	18213
WFIKKN2	1788	30	1818	18213
TMEM235	1705	110	1815	18210
CAP2	1764	49	1813	18208.5
MPDZ	1673	140	1813	18208.5
NOMO2	1782	30	1812	18206.5
PFN2	1682	130	1812	18206.5
NUDT5	1800	10	1810	18205
CHD2	1736	70	1806	18204
NTRK3	1683	121	1804	18202
CENPL	1794	9	1803	18199
DHRS13	1791	12	1803	18199
SYT12	1785	18	1803	18199
IGF1R	1782	20	1802	18197
DEPDC5	1140	660	1800	18195.5
ZNF211	1668	132	1800	18195.5
EPN3	1769	30	1799	18194
CCNE1	1788	9	1797	18193
OR2T29	1784	12	1796	18191.5
PGPEP1L	1776	20	1796	18191.5
CABP2	1776	18	1794	18188.5
PITPNM1	1776	18	1794	18188.5
SLC13A3	1764	30	1794	18188.5
MMP16	1783	8	1791	18186
PPFIA2	1562	227	1789	18185
KCNMB3	1711	75	1786	18182
SNF8	1756	26	1782	18180
UNC119	1764	16	1780	18179
ATXN2L	1715	63	1778	18176.5
COPS7A	1757	21	1778	18176.5
ING4	1757	21	1778	18176.5
SH2B1	1715	63	1778	18176.5
MLST8	1734	42	1776	18174
LMNTD1	1770	5	1775	18173
HSD11B1	1772	2	1774	18171
RB1CC1	1752	22	1774	18171
TSPYL5	1773	1	1774	18171
CBX1	1722	48	1770	18167
PGBD2	1758	12	1770	18167
LRRC37A	1707	60	1767	18165
PPP1CA	1746	18	1764	18162
TBC1D10C	1746	18	1764	18162
ARL5C	1754	9	1763	18160
ATE1	1695	65	1760	18157.5
ZNF133	1740	20	1760	18157.5
CAMK1G	1756	2	1758	18155.5
DYRK1B	1722	36	1758	18155.5
CFHR2	1750	6	1756	18152.5
OR2T10	1744	12	1756	18152.5
OR2T11	1744	12	1756	18152.5
OR2T35	1744	12	1756	18152.5
PTPRO	1696	56	1752	18149
EHF	1716	35	1751	18148
BIRC5	1640	110	1750	18147
C8orf88	1740	9	1749	18146
ALKAL1	1726	22	1748	18144
VAPB	1728	20	1748	18144
CAPNS1	1692	54	1746	18141.5
RPS6KA3	1460	286	1746	18141.5
IFFO1	1722	21	1743	18140
IRF6	1740	2	1742	18139
ABCA9	1668	72	1740	18137.5
SYNGR2	1630	110	1740	18137.5
SGK1	1583	154	1737	18136
ZNF704	1723	9	1732	18135
KIAA1217	1704	25	1729	18133
ZNF615	1640	88	1728	18132
IKZF1	1650	75	1725	18131
FAM135B	1704	16	1720	18129
SERPINB6	1547	169	1716	18128
RIPK2	1705	9	1714	18126
RUNX2	1648	66	1714	18126
LRRC23	1691	21	1712	18124
KREMEN2	1668	42	1710	18121.5
MRPL52	1590	120	1710	18121.5
NDUFA3	1620	90	1710	18121.5
PKMYT1	1668	42	1710	18121.5
CASC3	1700	4	1704	18117.5
ZNF418	1572	132	1704	18117.5
NRXN1	1652	50	1702	18115
GPRC5C	1612	88	1700	18114
GSTP1	1674	18	1692	18111
ZNF302	1647	45	1692	18111
ZNF668	1674	18	1692	18111
ATF7IP2	1655	35	1690	18107.5
GRB10	1625	65	1690	18107.5
TMEM97	1672	16	1688	18105
DCAF4L2	1679	8	1687	18103
FOPNL	1656	30	1686	18102
CDC42EP4	1594	88	1682	18100
BCAS4	1657	24	1681	18098.5
TTLL6	1655	26	1681	18098.5
PRMT2	1630	50	1680	18096
CDC73	1672	6	1678	18094
FOXP2	1437	240	1677	18091
TTI2	1460	216	1676	18088
DNAI2	1586	88	1674	18085
FYN	1518	156	1674	18085
TJAP1	1608	64	1672	18082
MGRN1	1625	45	1670	18080.5
ADK	1620	48	1668	18078.5
PAG1	1658	9	1667	18076.5
SNX21	1637	30	1667	18076.5
NT5C3A	1638	27	1665	18075
KIF13A	1622	42	1664	18073.5
ANK3	1591	72	1663	18071.5
MLIP	1597	66	1663	18071.5
KCNMB2	1575	85	1660	18067
AKAP7	1526	132	1658	18066
CHRDL2	1632	24	1656	18063.5
COL13A1	1584	72	1656	18063.5
SNAI2	1636	20	1656	18063.5
ZNF200	1614	42	1656	18063.5
ABCC9	1630	24	1654	18060.5
SKAP1	1618	32	1650	18056.5
SLC16A3	1512	138	1650	18056.5
TLE3	1515	135	1650	18056.5
TPR	1643	6	1649	18054
WIPI1	1604	42	1646	18052
GSS	1614	30	1644	18050.5
PSD3	1178	466	1644	18050.5
PDCD6	1629	14	1643	18049
PDC	1636	6	1642	18048
ERN1	1605	36	1641	18046.5
LGR5	1599	42	1641	18046.5
RNF146	1420	220	1640	18045
VKORC1	1620	18	1638	18044
EPN2	1411	224	1635	18043
GPR179	1612	20	1632	18040.5
MRPL45	1612	20	1632	18040.5
PRDM1	1560	72	1632	18040.5
TPM1	1411	221	1632	18040.5
CASC1	1625	5	1630	18037.5
SPHK1	1520	110	1630	18037.5
WSB1	1614	12	1626	18036
EPGN	1568	56	1624	18035
GLRX2	1614	6	1620	18034
ARHGEF9	1071	546	1617	18032.5
ARPP19	1430	187	1617	18032.5
DAAM2	1589	27	1616	18030.5
USP36	1506	110	1616	18030.5
ACTG1	1488	126	1614	18028
MAPK3	1596	18	1614	18028
YPEL3	1596	18	1614	18028
VMP1	1596	17	1613	18026
WNT11	1592	20	1612	18025
CNGB3	1602	8	1610	18023.5
NDUFB2	1540	70	1610	18023.5
C2CD5	1584	24	1608	18021
CDIPT	1590	18	1608	18021
ZNF780A	1566	36	1602	18019
ZNF611	1488	112	1600	18017.5
AC005702.1	1581	17	1598	18016
ARHGDIA	1470	126	1596	18013
NCR1	1506	90	1596	18013
OR4D2	1560	36	1596	18013
PCYT2	1470	126	1596	18013
POLD3	1572	24	1596	18013
NAP1L1	1386	209	1595	18010
KIR2DL4	1500	90	1590	18009
ETV2	1554	35	1589	18008
CPNE3	1579	8	1587	18006.5
COX6B2	1510	75	1585	18005
AL136454.1	1578	6	1584	18003
RGS13	1578	6	1584	18003
FABP12	1573	9	1582	17999.5
FABP4	1573	9	1582	17999.5
FABP9	1573	9	1582	17999.5
FXYD1	1547	35	1582	17999.5
PROCA1	1569	12	1581	17996.5
HAGHL	1524	54	1578	17993.5
METTL26	1524	54	1578	17993.5
NME4	1524	54	1578	17993.5
PRAC2	1550	28	1578	17993.5
ATP9A	1560	16	1576	17991
KAT6B	1525	50	1575	17989.5
OR4D1	1538	36	1574	17988
CA4	1552	17	1569	17984.5
RNFT1	1552	17	1569	17984.5
EIF3K	1526	42	1568	17981
RNF2	1562	6	1568	17981
MCF2L	1395	171	1566	17979
RGS1	1558	6	1564	17977.5
SRP54	1489	75	1564	17977.5
RAB30	1428	133	1561	17976
IVNS1ABP	1554	6	1560	17974.5
SWT1	1554	6	1560	17974.5
CTNNBL1	1528	30	1558	17973
SLC10A5	1547	9	1556	17972
RPS15A	1525	25	1550	17970.5
SYT17	1525	25	1550	17970.5
CHMP4C	1540	9	1549	17969
ATP6V0D2	1536	10	1546	17967
CCDC106	1470	75	1545	17965
YEATS4	1520	24	1544	17963
FADD	1539	4	1543	17962
EPB41L1	1507	35	1542	17960
GCNT2	1494	48	1542	17960
PAK4	1506	36	1542	17960
NUP85	1448	88	1536	17958
FBXO3	1498	35	1533	17955.5
PSKH2	1523	10	1533	17955.5
HOXB6	1504	28	1532	17953
MLF1	1430	100	1530	17951
UNKL	1495	35	1530	17951
ZNF793	1494	36	1530	17951
APPBP2	1511	17	1528	17948.5
RNF121	1488	40	1528	17948.5
FAM86C1	1500	27	1527	17947
KLC4	1478	48	1526	17946
HNF4A	1476	49	1525	17944.5
PRICKLE4	1485	40	1525	17944.5
TAOK1	1490	34	1524	17942.5
TMEM104	1436	88	1524	17942.5
DDX3X	980	540	1520	17941
BLCAP	1488	30	1518	17939.5
MOK	1288	230	1518	17939.5
RALGAPA1	1430	85	1515	17938
CA13	1500	13	1513	17937
CHRNA6	1486	26	1512	17934.5
EYA4	1336	176	1512	17934.5
NMNAT3	1392	120	1512	17934.5
PTK7	1456	56	1512	17934.5
IGHMBP2	1499	12	1511	17932
ZNF831	1493	16	1509	17931
EPS8L1	1430	75	1505	17930
C17orf64	1487	17	1504	17928
MECOM	1384	120	1504	17928
PLEKHA5	1469	35	1504	17928
MRTFB	1468	35	1503	17926
RIMS1	1290	211	1501	17925
SAMD3	1367	132	1499	17924
CLEC7A	1449	49	1498	17922.5
TPD52L1	1268	230	1498	17922.5
FAM20A	1454	42	1496	17919
MBD1	1207	289	1496	17919
SLC16A5	1404	92	1496	17919
MYO1D	1463	32	1495	17917
GAPDH	1476	18	1494	17915
MRPL51	1476	18	1494	17915
TFEB	1446	48	1494	17915
GMEB2	1444	48	1492	17912.5
NINJ2	1472	20	1492	17912.5
ZBTB46	1443	48	1491	17911
AURKC	1400	90	1490	17910
DNM1L	1480	8	1488	17908
HNRNPC	1328	160	1488	17908
TGIF1	1280	208	1488	17908
FBXL19	1470	15	1485	17903.5
LAIR1	1410	75	1485	17903.5
POLR1D	1263	222	1485	17903.5
DGAT2	1460	24	1484	17901
MRPL11	1461	21	1482	17898.5
PLAGL1	1212	270	1482	17898.5
THAP1	1456	26	1482	17898.5
ZNF677	1372	105	1477	17895
ARMC7	1384	92	1476	17893
CCDC77	1456	20	1476	17893
RNASEH2B	954	522	1476	17893
RRN3	1450	25	1475	17891
KLC1	1148	322	1470	17890
DNAJB13	1437	30	1467	17888.5
ACSM2A	1440	25	1465	17886
ACSM2B	1440	25	1465	17886
MOGAT2	1448	16	1464	17884
CA2	1450	13	1463	17882
CA3	1450	13	1463	17882
CAMK2G	1428	35	1463	17882
DCTPP1	1445	15	1460	17879.5
DNASE1L2	1425	35	1460	17879.5
HOXB8	1430	28	1458	17877.5
ZNF573	1422	36	1458	17877.5
CCNC	1272	184	1456	17875
RIPOR2	1391	65	1456	17875
SYCP2	1440	16	1456	17875
FUT10	1293	162	1455	17872.5
ZC2HC1A	1445	10	1455	17872.5
JPH1	1443	11	1454	17870
ZNF334	1429	25	1454	17870
LILRB2	1375	75	1450	17866
PRELID3B	1434	16	1450	17866
TNR	1444	6	1450	17866
ZHX3	1379	70	1449	17863.5
EDEM3	1440	6	1446	17862
ABAT	1420	25	1445	17859
CTSA	1420	25	1445	17859
DMD	1062	383	1445	17859
PLTP	1420	25	1445	17859
SLC35C2	1420	25	1445	17859
ANKS1B	1084	360	1444	17855.5
PRKDC	1426	18	1444	17855.5
KRTAP5-11	1425	18	1443	17852
PTPRK	1275	168	1443	17852
AMACR	1386	56	1442	17849
GMPR2	1300	140	1440	17847
MEF2C	800	640	1440	17847
MGST1	1391	48	1439	17845
GNA13	1392	44	1436	17844
RGL1	1428	6	1434	17843
MGAT4C	1301	132	1433	17842
FDFT1	559	871	1430	17841
DLGAP4	1394	35	1429	17839.5
PRXL2A	1363	66	1429	17839.5
ZNF345	1386	42	1428	17838
HCFC1R1	1390	35	1425	17835
KCNB2	1415	10	1425	17835
NLRP7	1350	75	1425	17835
PAQR4	1390	35	1425	17835
ZSCAN10	1390	35	1425	17835
AUTS2	1365	57	1422	17831.5
TENM4	1401	19	1420	17829.5
PATJ	1385	32	1417	17828
ECHDC1	1240	176	1416	17825.5
KIAA0100	1404	12	1416	17825.5
LIME1	1368	48	1416	17825.5
TCEA2	1395	21	1416	17825.5
AQP11	1407	7	1414	17822.5
FAM184A	1232	182	1414	17822.5
OPRL1	1390	21	1411	17821
ARMC5	1395	15	1410	17819.5
MICU1	1380	30	1410	17819.5
PREX2	1399	10	1409	17817.5
RASAL2	1403	6	1409	17817.5
MED25	1344	64	1408	17816
ADGRL2	1263	144	1407	17815
RPGRIP1L	1246	160	1406	17814
MYADM	1330	75	1405	17812.5
NLRP12	1330	75	1405	17812.5
NSRP1	1376	28	1404	17811
FNDC11	1353	48	1401	17809
ITGB4	1312	88	1400	17807.5
SRP68	1312	88	1400	17807.5
FNTA	1376	22	1398	17804.5
NUFIP2	1390	8	1398	17804.5
POMK	1376	22	1398	17804.5
ARRB1	1378	18	1396	17802
MATN4	1370	25	1395	17800
NMNAT2	1389	6	1395	17800
TMEM100	1355	40	1395	17800
LAMC2	1388	6	1394	17797
SCPEP1	1358	36	1394	17797
SEC16B	1388	6	1394	17797
GRIN2A	1353	40	1393	17794.5
THRSP	1386	7	1393	17794.5
FMR1	1128	264	1392	17792
P2RY2	1362	30	1392	17792
TK1	1304	88	1392	17792
NARF	1280	110	1390	17788.5
REV3L	1260	130	1390	17788.5
ST3GAL4	1090	300	1390	17788.5
VEZF1	1354	36	1390	17788.5
GNG2	1316	72	1388	17786
CPA6	1377	10	1387	17784
DLGAP1	1194	193	1387	17784
MACROD2	1344	43	1387	17784
MED23	1254	132	1386	17781.5
MFAP5	1344	42	1386	17781.5
FBF1	1296	88	1384	17780
MCM4	1364	18	1382	17779
CCN6	1224	156	1380	17776
LILRA2	1305	75	1380	17776
NT5C	1288	92	1380	17776
PEX5	1344	36	1380	17776
PPARG	1290	90	1380	17776
TSPAN8	1332	47	1379	17773
PPHLN1	1274	104	1378	17771.5
TCIM	1357	21	1378	17771.5
WASF1	1240	135	1375	17770
KCTD21	1367	7	1374	17768.5
NR2F2	1332	40	1372	17767
QSOX1	1365	6	1371	17766
ZNF174	1335	35	1370	17765
ERI2	1344	25	1369	17764
KLHL35	1350	18	1368	17762
CDKAL1	1348	18	1366	17759.5
KDM4C	1234	132	1366	17759.5
AK9	1251	114	1365	17755.5
BTD	1275	90	1365	17755.5
ELN	1305	60	1365	17755.5
MAP3K13	1246	119	1365	17755.5
ZNFX1	1341	24	1365	17755.5
CIITA	1336	28	1364	17751.5
XPR1	1358	6	1364	17751.5
RALGPS2	1356	6	1362	17748.5
RBM42	1332	30	1362	17748.5
UBA52	1350	10	1360	17746
ALDOC	1347	12	1359	17744.5
PNPO	1311	48	1359	17744.5
SBSPON	1347	10	1357	17743
ACBD6	1347	6	1353	17740.5
ZIM2	1262	90	1352	17737.5
ZSCAN5A	1292	60	1352	17737.5
NOVA1	1280	70	1350	17736
NFS1	1323	25	1348	17735
BVES	1275	72	1347	17734
INO80E	1330	15	1345	17732.5
NPLOC4	1240	105	1345	17732.5
FBXL12	1287	54	1341	17728.5
LRMDA	1297	44	1341	17728.5
UCKL1	1320	21	1341	17728.5
KIAA1614	1334	6	1340	17725
SEZ6L2	1325	15	1340	17725
STX6	1334	6	1340	17725
DDIAS	1225	114	1339	17723
BEND3	1290	48	1338	17721.5
LCE1E	1322	16	1338	17721.5
FAM131A	1232	105	1337	17720
KRAS	1332	4	1336	17718.5
NUDT16L1	1300	36	1336	17718.5
USP6NL	1323	11	1334	17717
SIGLEC6	1266	66	1332	17716
MYO10	1316	15	1331	17715
CLEC20A	1324	6	1330	17714
GCNT7	1310	18	1328	17712.5
TRIM25	1292	36	1328	17712.5
MRPS23	1290	36	1326	17710.5
PDE9A	1248	78	1326	17710.5
DGKE	1285	40	1325	17708
DNAJC19	1250	75	1325	17708
ZSCAN18	1215	110	1325	17708
AXDND1	1318	6	1324	17706
CBWD1	1168	152	1320	17703
DYDC2	1254	66	1320	17703
NAT1	906	414	1320	17703
SLC6A12	1300	20	1320	17703
ANGPTL1	1312	6	1318	17700
NOS2	1298	18	1316	17699
PIGQ	1270	45	1315	17698
HGSNAT	1292	22	1314	17697
WWOX	930	382	1312	17696
ARFGEF1	1301	10	1311	17694
NCOA2	1300	10	1310	17690.5
PPP1R14A	1280	30	1310	17690.5
RERG	1270	40	1310	17690.5
ZNF135	1200	110	1310	17690.5
MCTP2	1269	40	1309	17687.5
SPTBN4	1273	36	1309	17687.5
TMTC1	1304	4	1308	17686
TCF24	1296	10	1306	17685
SUPT5H	1275	30	1305	17684
FASLG	1298	6	1304	17683
MON2	1236	66	1302	17681.5
NPHS2	1296	6	1302	17681.5
FAM217B	1284	16	1300	17679
SSPN	1296	4	1300	17679
ZNF569	1270	30	1300	17679
HFE	1265	33	1298	17676.5
VCPIP1	1288	10	1298	17676.5
PHACTR1	1260	37	1297	17675
MEA1	1248	48	1296	17673
NMRAL1	1260	36	1296	17673
SLC13A2	1284	12	1296	17673
BRSK1	1235	60	1295	17670.5
RCHY1	1245	50	1295	17670.5
BCAT1	1281	13	1294	17669
PDSS2	1239	54	1293	17668
PIGC	1286	6	1292	17667
LUC7L	1245	45	1290	17664.5
NKAIN3	1278	12	1290	17664.5
SLC29A1	1242	48	1290	17664.5
SLC35B2	1242	48	1290	17664.5
ANKRD42	1156	133	1289	17662
B3GNT6	1261	27	1288	17659.5
LRFN4	1276	12	1288	17659.5
PML	1162	126	1288	17659.5
VRK3	1224	64	1288	17659.5
SLC14A1	1111	176	1287	17657
ZNF675	1272	12	1284	17654.5
CASS4	1263	18	1281	17652
MSC	1271	10	1281	17652
RRBP1	1274	7	1281	17652
ATP2B2	1190	90	1280	17648.5
OTOA	1255	25	1280	17648.5
ROMO1	1255	25	1280	17648.5
ZNF274	1170	110	1280	17648.5
NPSR1	1258	21	1279	17645
TBC1D16	1169	110	1279	17645
TRPA1	1269	10	1279	17645
RIN1	1257	21	1278	17642
RRS1	1268	10	1278	17642
FBXO47	1269	8	1277	17640
ELMO2	1256	20	1276	17637.5
NUBP2	1248	28	1276	17637.5
TOR3A	1270	6	1276	17637.5
ZFAND6	1155	121	1276	17637.5
TBC1D7	1230	45	1275	17634
ZNF540	1245	30	1275	17634
ZNF571	1245	30	1275	17634
GRK2	1262	12	1274	17632
NUDT13	1242	30	1272	17630
PPME1	1196	76	1272	17630
PRDM14	1262	10	1272	17630
CDCA3	1255	15	1270	17625.5
GHRL	1180	90	1270	17625.5
QRSL1	1222	48	1270	17625.5
RDM1	1200	70	1270	17625.5
SPNS1	1225	45	1270	17625.5
TPI1	1255	15	1270	17625.5
KXD1	1260	9	1269	17621.5
ANKRD17	1228	40	1268	17618.5
PAPPA2	1262	6	1268	17618.5
ACAN	1189	77	1266	17614.5
CD22	1236	30	1266	17614.5
DSE	1105	161	1266	17614.5
RTN4IP1	1218	48	1266	17614.5
NEDD4L	973	292	1265	17611.5
SULT1A1	1220	45	1265	17611.5
CRH	1254	10	1264	17608.5
GPR20	1251	13	1264	17608.5
TIMP2	1176	88	1264	17608.5
ZNF438	1256	8	1264	17608.5
CCDC178	1175	88	1263	17605.5
CRYBG1	1215	48	1263	17605.5
RHOD	1250	12	1262	17604
COP1	1254	6	1260	17601
F5	1258	2	1260	17601
POLR3E	1235	25	1260	17601
RNASEL	1254	6	1260	17601
SAMD4B	1230	30	1260	17601
DNAJC5B	1249	10	1259	17596.5
LRMP	1255	4	1259	17596.5
PAMR1	1239	20	1259	17596.5
PSMA7	1238	21	1259	17596.5
P4HA3	1180	76	1256	17592.5
ZMIZ1	1235	21	1256	17592.5
ABCC4	1125	130	1255	17589.5
PLEKHG6	1230	25	1255	17589.5
SCNN1A	1230	25	1255	17589.5
TMEM159	1230	25	1255	17589.5
ABCC5	1164	90	1254	17585.5
CASP1	869	385	1254	17585.5
MROH5	1241	13	1254	17585.5
TSFM	1176	78	1254	17585.5
ILF3	1211	42	1253	17583
CAMK1D	1243	6	1249	17581
ADGRL3	1106	140	1246	17579
DDX27	1221	24	1245	17576
LINC00672	1237	8	1245	17576
PDCD5	1225	20	1245	17576
TM2D3	1185	60	1245	17576
TRAF3IP2	1115	130	1245	17576
JMJD6	1156	88	1244	17572.5
PARD3	1205	39	1244	17572.5
AKAP6	1197	45	1242	17570.5
ETV1	1179	63	1242	17570.5
C6orf52	1200	40	1240	17567
COQ7	1220	20	1240	17567
EIF3C	1195	45	1240	17567
MAK	1195	45	1240	17567
NME7	1240	0	1240	17567
CDC6	1235	4	1239	17562.5
SIGLEC10	1162	77	1239	17562.5
SOBP	1185	54	1239	17562.5
PIP4K2B	1233	5	1238	17559
ITPR1	1128	108	1236	17555.5
L3MBTL3	1104	132	1236	17555.5
LRCH3	1158	78	1236	17555.5
PRKACB	1092	144	1236	17555.5
FGF4	1230	4	1234	17552.5
GRIP1	1208	26	1234	17552.5
MSRB1	1204	28	1232	17550
OGDH	1211	21	1232	17550
